date,open,high,low,close,volume
2020-01-22,170.83677437502809,183.16320719397112,199.10527194393654,142.0462268883894,4828.500612163787
2020-01-23,190.71753378086208,159.33661073091906,195.80123337682244,183.76014924772676,1752.4205330347377
2020-01-24,168.14556314730225,151.9398615245592,106.15751818678268,121.56456445129291,2534.768951029545
2020-01-25,171.29125757069073,188.3890928182817,102.69978351518583,124.99776904468987,2826.006937697999
2020-01-26,102.63047508645833,196.76453067284723,131.7836899572013,194.12720013178372,4099.797833555107
2020-01-27,157.92422716253833,197.43366739889842,176.6660004666163,160.57000156242742,2257.5954821862633
2020-01-28,169.78546429309432,156.08279281222758,199.96297549491075,182.63578983004155,4056.864818542734
2020-01-29,123.78937260946623,103.55556424947238,153.82650433453526,106.5833231426794,2862.2857364880992
2020-01-30,117.06503061204238,185.42336507713557,126.2314662529999,128.16263540663712,2262.2782282570097
2020-01-31,133.0751319770207,183.61248533922782,146.1799788642865,154.6865438500667,4861.290188852943
2020-02-01,129.53193164440341,175.19358013108658,128.4013662064426,136.4658148409415,2753.094432765527
2020-02-02,144.79993467863324,109.92362806979028,111.85567837344217,159.4621617821198,2702.142893759764
2020-02-03,134.26574062410157,121.55083264380565,121.78329792104391,145.68979907104278,4168.9566351190615
2020-02-04,168.99059316469334,167.15735607057687,154.03151429104975,183.42120340098083,1267.7077301532624
2020-02-05,189.16792501932878,114.20423530654493,192.81549957383447,131.1356449787947,4384.642413517358
2020-02-06,106.5002486589654,103.07178303412212,142.46571852847669,158.2786310793832,1699.908862427462
2020-02-07,144.9826300314992,101.19667886492381,134.14848408359623,152.06984536694964,2812.0579259052192
2020-02-08,177.07532596786658,107.93013804898395,123.18713445249294,103.15804017859143,2725.2707043937558
2020-02-09,176.66504703388114,182.1347084053038,122.96870887604474,112.87717103858718,3278.062943034472
2020-02-10,112.29362542514626,176.55062333455095,144.09620693104605,105.53979283175707,4867.57348155488
2020-02-11,169.94764706687823,177.65652569448247,122.90108039061381,155.97743747119512,2624.8429903061865
2020-02-12,196.00576928236555,194.35663641916182,113.07653499162329,103.75799438810796,2265.8171286536335
2020-02-13,173.71288283114373,159.35291201526536,177.35432261300406,162.10306273808814,2200.877251498344
2020-02-14,121.15853765290707,109.54652902454423,102.20487993766221,188.30586244962242,2345.019362832716
2020-02-15,120.46088332945374,168.36329343525787,158.55548123264168,158.97031875542325,2943.420425151876
2020-02-16,115.23216459612819,111.18595907466522,149.4656258491159,169.4910982642158,1155.5490090309258
2020-02-17,134.41192047197538,128.03906110986904,175.72105296757002,131.50893281438331,1526.5215659968856
2020-02-18,190.5530169324653,191.50592863813677,135.4087710448757,185.29544747290961,1263.011750964311
2020-02-19,149.956572645295,127.99567520066026,199.17181074848037,124.67928982341316,1907.410753590097
2020-02-20,183.09289086135652,106.5545220532726,153.5588573133766,125.21337219988445,2173.6946523241363
2020-02-21,184.22883258170253,143.04690382835244,166.33451389523253,105.1684989846887,3051.9895109752006
2020-02-22,124.51020102427552,179.9749938671344,169.196874036643,118.311976637628,2614.6231541315783
2020-02-23,129.58165308701334,182.85219921098974,102.36708358283477,110.73577229953482,4552.603779526098
2020-02-24,196.79357002576853,140.81204565970987,156.51136569371926,132.7752023626268,2670.6560677993984
2020-02-25,175.65530963183886,196.9587997085175,191.63383233525198,187.41064910819614,2682.133314211749
2020-02-26,160.5417800475596,194.22350686566315,131.9821133520398,166.91474841704658,1799.7508853471059
2020-02-27,176.29946471812087,100.38559318383761,143.63962225594128,189.7685446535511,2965.8970752610376
2020-02-28,197.2170007635255,122.4302935060752,105.16742748801589,120.28824717136703,3066.3467222692725
2020-02-29,167.29462641736473,139.1906571523717,194.77004509188032,122.98754803942609,1731.0799496050295
2020-03-01,174.9699000137251,174.55023195892437,102.24318148356015,142.5585866036099,3454.6997882282963
2020-03-02,172.50689916959598,195.87134794396368,173.2016781445488,152.09354282016466,1209.0146107569385
2020-03-03,160.0393459350184,155.3395689785393,115.85930293147467,156.11367672030212,2270.7361172006144
2020-03-04,105.25979989842355,189.50503008637997,111.29417664682009,119.05841773275658,1012.0579682712316
2020-03-05,184.2033343346245,166.5109230793192,193.02532416471774,153.97241416514666,4356.693547408002
2020-03-06,102.68755068691218,159.5249748987212,176.8680368608708,113.35424305182701,4410.923008339016
2020-03-07,177.05177915892833,192.52249433031633,100.69742942434546,102.33634797720549,2334.043222467174
2020-03-08,190.7543835871352,175.54629978690627,177.63339428889546,132.11392166883832,4283.268041225725
2020-03-09,122.44104255840132,131.25733026210224,176.39204727156192,101.87382123776872,4832.3773263292305
2020-03-10,120.81848576971737,195.21987641817861,105.76978392669405,159.13528053739756,1699.2253147227743
2020-03-11,106.73058311522641,188.58671495388876,103.08379630693064,137.77712776187315,1816.9321785625407
2020-03-12,147.8785966876585,131.04425277482179,137.78884636436993,187.59965394065097,3354.3362921266857
2020-03-13,190.30978558429194,140.19864371497914,148.04212554789174,136.57145457778617,4846.568749463368
2020-03-14,178.77661827979713,124.74638892064645,166.20157452919574,127.72510605812278,3727.7869049111014
2020-03-15,153.17684470776567,189.94302992393284,132.69186866006535,105.05330313487039,3695.877755770435
2020-03-16,100.00464352679714,130.33489131148178,115.38849099672966,168.5569826604248,2400.200155957254
2020-03-17,157.4001492864448,162.8834027499127,114.0747617213642,196.39994667169185,2177.949350478171
2020-03-18,147.2700085642591,112.82917037415302,141.90255052232553,192.05535867656752,1730.7708431933456
2020-03-19,127.21806466105757,180.18263554360595,189.83398408448005,133.97131230464854,4909.081410667988
2020-03-20,113.75824976154874,130.397038300939,169.70847070300835,144.8585690805502,2215.177995554049
2020-03-21,115.55236761094618,181.8623827917423,142.11093954617863,198.77582474483575,2416.9073787809493
2020-03-22,187.56226320638172,191.45940040877883,141.68395883936861,171.6274915143975,1454.4641503951789
2020-03-23,185.12335483804765,136.62872142326836,131.0455221208098,139.41945444680124,4373.622967330819
2020-03-24,111.91308560922624,115.21300445326476,153.03472809672041,157.1778495650037,3342.269317816765
2020-03-25,176.75106876509233,139.75799884769384,177.71757205263688,141.89064968353827,3875.225854196167
2020-03-26,190.47258197861805,133.32003778759827,110.56727928800791,161.36522436312296,1689.9577024440887
2020-03-27,114.94645379313168,162.19196631607792,131.53590781496175,173.15389825990638,2789.2811863553943
2020-03-28,128.79434652119207,159.28373449706618,104.52093697046735,107.16711571445818,2876.7785812825778
2020-03-29,181.26234509903497,108.31699271809393,162.2373051146957,196.90831164913266,1074.6978415758085
2020-03-30,122.65406244086535,133.0339108967325,143.55743502047767,161.0154574054569,1710.4594035805076
2020-03-31,175.47881446130697,195.12599477738232,136.7907108686205,161.88060483281504,4711.199100321086
2020-04-01,100.43600463151837,162.6584677104725,194.51048472205974,125.90623048786306,2325.6395010647425
2020-04-02,135.36631191989838,100.39315668657879,125.71934771016942,105.69360464052572,2210.853377384244
2020-04-03,155.76200406570953,151.0170556742259,108.06617933567375,177.1742796021631,3773.3884365481504
2020-04-04,102.93870435482484,113.28885171343849,164.06203186505073,103.30534478175485,4731.597526991258
2020-04-05,165.43691524179297,187.79567018449137,181.13461531658186,102.55572636807607,2872.03664340036
2020-04-06,143.86242741046982,179.74772993359295,167.88403375005944,197.62393188460953,1724.3449086855326
2020-04-07,164.4072520175065,118.61133064097699,111.662966006026,193.6113393365319,1497.861123462156
2020-04-08,101.98361643110104,185.8134179916857,101.4236231299402,133.3416132785274,3972.3583466321847
2020-04-09,178.54204066926664,105.6446383497084,157.29720477725527,159.77396796950617,4767.8647223786575
2020-04-10,156.38469412329263,100.09633600813088,105.49692778166244,187.0498943554192,4217.734797653888
2020-04-11,115.61362186107146,115.10317781898954,111.42439830988434,153.22643331156502,1335.382870432817
2020-04-12,147.5644009696967,147.91073682856486,192.81487771015333,176.02664168406267,2024.5180219331771
2020-04-13,144.37773296277965,194.6766992497737,156.53981869640683,131.767043370062,3314.096069533239
2020-04-14,154.32694118721855,111.00425526524347,110.9496041092812,165.3358870157746,2840.9292118258927
2020-04-15,183.30666154067882,160.08940119220009,196.3472431450639,107.7638175522265,1198.8790327050674
2020-04-16,143.50784624249445,147.2588693317658,165.33555342293673,153.9940500857013,2779.46474795238
2020-04-17,123.24900978747891,158.29283264094073,162.63543420596858,174.62269169461288,4043.8592843561446
2020-04-18,159.3264825987616,140.11320456653868,126.37701316895192,176.18333068559036,2416.4957400296653
2020-04-19,195.07193668262354,144.65614233572742,119.01536381194595,116.18822719091858,1072.5316142938136
2020-04-20,185.20925776648716,181.6689830073671,199.09160187616368,184.24143068848605,2941.52678796263
2020-04-21,143.55634374114936,121.46378212850868,112.01348903657447,185.99808199063023,4029.3300971114218
2020-04-22,122.14686275140875,143.18907410682573,148.22175472455683,135.3580472389021,1269.9113861192723
2020-04-23,140.59986394576697,179.8365555369372,198.21462470499205,157.02906857764702,3693.477203642597
2020-04-24,100.70767347643809,187.260711502602,196.29558130328047,149.1789065094906,1659.9596485791367
2020-04-25,154.45918025201092,116.23616646390465,146.3741437970783,104.12301572916462,2422.0030759373403
2020-04-26,119.5751647391588,112.24323337607376,114.81700560249362,164.50755932716356,1861.0323872334193
2020-04-27,150.61987279355003,133.1051734495992,109.31869068928663,147.36514064231986,4251.890682085046
2020-04-28,113.59887965779333,184.81033919008553,120.92878194229931,145.05731660305423,2099.030211831893
2020-04-29,164.81405094293382,153.00658056689474,199.07222384327582,114.2153974428877,4615.09830447879
2020-04-30,189.05020498615585,188.85655332652692,156.41469718511888,133.5467555091405,1194.8733526515225
2020-05-01,195.8954405754045,194.0254325269544,173.6285405314575,178.729820613322,4736.021672537303
2020-05-02,108.26739947674656,169.334353360153,167.58007945158505,134.85879032552623,2558.53325165954
2020-05-03,121.8468069690127,150.19727093495752,140.54481709936525,123.20397982933645,2519.019768688592
2020-05-04,120.1481800830735,174.8852638574328,122.73034710930656,156.32489879042325,2359.114961232949
2020-05-05,118.90442722500369,126.47204094010178,106.98873949771527,102.06230949866033,4746.681748038558
2020-05-06,123.60681386279481,191.38246343909668,153.1468427567483,154.44241176771777,4599.64866110896
2020-05-07,143.29361007427917,171.18849188271543,107.72655225869921,186.49400879161226,4863.884422759071
2020-05-08,139.97333311785255,122.24062581334908,109.31457423818297,177.0266185852687,1721.7004433887068
2020-05-09,122.85035292349791,105.42462085378686,184.87307579689275,131.90014977562248,3053.196558909504
2020-05-10,189.9958526248382,132.83095426860643,154.77662443580707,172.05151610379886,3417.3842481148927
2020-05-11,122.8477631293958,180.26389860624354,190.22549953987925,180.3176647487968,4669.95579799487
2020-05-12,120.29945874636908,196.94566133826183,197.4563640195098,174.15041858485588,2006.6746491001427
2020-05-13,108.9968348384342,195.45236135780607,138.95413581300153,180.6289828372066,1780.2792368786622
2020-05-14,151.66393348696016,195.87544347961165,160.60748938454577,126.39291042162168,4282.69497327971
2020-05-15,194.21275987197365,141.62318716508622,177.23523711975605,179.33856250212187,4740.538499995229
2020-05-16,181.01935648850966,100.0099734742116,131.45590548766452,128.26932047698475,3689.329031908614
2020-05-17,178.90728360806844,167.40334425024975,112.89384307653097,136.08517372886183,3120.000006884736
2020-05-18,143.35166268494436,121.13128225153665,114.40864833951883,189.79776961702456,4285.894688470276
2020-05-19,115.0217012852467,122.84512798001526,101.01283320261356,107.67541808469527,4683.60667928619
2020-05-20,184.34986928195576,102.23387917209828,148.80466592737105,163.10266277342652,1200.4641950299656
2020-05-21,197.07565296278983,113.49194608522293,126.89033357154375,164.41107980905278,3284.4230188978827
2020-05-22,120.96337383122268,100.2477416442106,190.8919773681128,104.7128206058987,3848.352147850538
2020-05-23,135.59911844108262,188.1687957966005,159.6465715525089,134.57597513790398,1723.7550174613407
2020-05-24,131.01244677286743,121.2419998267766,117.25597115323853,199.931243757159,1627.7452851178284
2020-05-25,186.15040466238358,183.73642911419324,166.38016424393976,135.4473676010606,3751.2116939663597
2020-05-26,152.96418118016538,109.39189539739318,166.84192392068582,172.50194279671484,1456.5362301153164
2020-05-27,177.65750701372724,133.5018750236934,126.86866350932077,194.3245279884054,2301.491198881434
2020-05-28,186.4034776273864,194.65917674788463,183.94950218993932,171.81441552588595,1481.1329990968761
2020-05-29,120.27283718311575,145.99279511066447,156.37215926622588,146.2673341997223,3294.927910416392
2020-05-30,154.12682354752639,100.75593965578767,163.86863689274202,140.5775082355368,4143.627275290999
2020-05-31,159.83744824581248,158.6477084508955,180.25091735729507,116.47709862057974,4541.660949753932
2020-06-01,147.3027553364843,126.35528419933856,171.67847134513727,113.38054827545692,4536.924894533415
2020-06-02,146.85445557588687,107.33315788927332,199.18105823150074,118.98004327618264,2698.415243423008
2020-06-03,165.2180669432613,187.5508225700036,175.558391579797,170.94238746735726,3898.552091225684
2020-06-04,198.70636342811704,168.26299236919542,174.43779466977767,163.13663748023242,4373.530002843689
2020-06-05,164.38821068936682,101.36355835642594,160.1504652734049,138.80096306756016,1832.7571503440686
2020-06-06,147.65347574936328,198.0918715290893,105.63026244843083,189.22744210010444,3277.701657293348
2020-06-07,131.1574783944981,147.08552972601808,101.4673205568302,181.97253803895467,2520.201234238899
2020-06-08,183.30252365522955,129.25641785881044,122.86782611762894,188.89108559761448,1090.7490328066403
2020-06-09,134.13594679817857,189.44011267138097,194.11018459059608,184.4426371785582,2671.378381750059
2020-06-10,176.00123451015986,164.02028398982992,102.19791875964813,137.7587516365336,2666.906748812054
2020-06-11,145.1010824388767,122.52004794148246,164.8636035287184,160.80930640595858,3572.1754078665513
2020-06-12,166.4148416575685,160.55653383976207,187.89614507961124,111.25594015020597,2467.042268941289
2020-06-13,133.78068645009245,144.07837636739382,136.36227970005086,183.7730399917461,1446.6776590662826
2020-06-14,178.79572245297925,101.6987631657875,117.82706999438803,119.10623597232714,3667.9055688027074
2020-06-15,118.30513398060609,184.43230475531402,146.071343826185,109.26936447295104,1993.1418589214807
2020-06-16,190.24802164019877,194.58687612979617,118.18480421743803,119.01639757033061,3979.6105678906792
2020-06-17,101.93819280899402,193.48724748471835,186.799499507219,138.67268598439068,2995.4783126637635
2020-06-18,119.15265834682887,178.15790016243676,163.94422370740838,179.71510855287232,3511.4607409165164
2020-06-19,194.21511606914277,119.94139495988054,187.48453866700822,176.99359641034818,1870.4444456492392
2020-06-20,172.8559605461659,126.07819743181747,159.56364107739054,172.55266906107423,2698.353429245064
2020-06-21,139.80067056989586,169.44416729912993,158.74764233738543,170.01264678323184,3080.4281325176153
2020-06-22,142.85969460639222,181.8422976600334,154.41913350227173,103.03789494550067,2509.3853969888028
2020-06-23,194.97885674644766,195.62494497891876,185.76557046564727,119.57185646337508,4891.249320110035
2020-06-24,144.34771127462128,123.36513949472452,106.19934459310039,106.7982298739162,4199.446954767336
2020-06-25,162.99002128433312,145.38576884717116,121.98300726102849,192.78664548091876,3306.6852408577556
2020-06-26,130.05845565861853,146.36504305809083,157.13924878994095,181.17718704515002,1464.4662628148524
2020-06-27,183.45853193290657,130.9393035486658,133.07945526680254,158.28010286751316,1602.8761608689929
2020-06-28,196.81408784539565,114.89903713968951,119.22327338435606,156.41408833433397,4310.095636307937
2020-06-29,100.68934049285797,121.73266396293826,123.03299251794868,151.37229227286412,2935.24649932899
2020-06-30,126.08028130456862,177.37562287378626,175.45410762621978,110.38782662889304,3570.8796830255933
2020-07-01,129.6452979581001,159.26173778177565,179.4732542608718,124.50699085160113,1694.7668795637667
2020-07-02,152.49917029022453,188.81822070659902,129.79449104803413,145.62606109469957,2502.640239237173
2020-07-03,123.79276091089808,119.50382607628623,114.85645226498146,144.35807023721492,3663.1189029778875
2020-07-04,150.5154519695451,146.69417407632992,155.4579459769998,173.14000297267017,3622.2705574822703
2020-07-05,120.05201239247725,124.19464212493327,171.65935090289173,182.69156016819727,3229.5471442340468
2020-07-06,149.81493366575208,119.15182483649919,132.12694053506834,120.27771866942643,1953.0488211074658
2020-07-07,176.23609952678612,116.15271851573101,160.83412860574032,176.41594839016648,1684.4011470029159
2020-07-08,173.37084893819582,190.77454217820477,117.49741726369433,166.93613957827097,2589.127922595887
2020-07-09,182.96140956574646,158.36928900678637,188.23441506531486,176.70881070458069,4990.10941468909
2020-07-10,117.74068923468943,142.07836588800276,157.25783108484305,170.1149692131974,1611.4481240655919
2020-07-11,179.27265299347175,127.79561212184153,105.75242068894323,128.3215653902023,4214.23880402183
2020-07-12,163.6338345911467,149.92909028112086,158.46594062364906,147.06300923309485,4682.583981006404
2020-07-13,116.73388041447096,175.42197818365642,163.764902527665,127.92576847120375,3055.2615224528063
2020-07-14,150.8998900213411,170.39875917886232,159.34065844306045,140.02480422575076,4145.630207878421
2020-07-15,128.93801585478033,166.36794024207973,157.19300238583847,116.06421473877626,1425.097722258653
2020-07-16,113.49566791551572,146.8518777151532,126.76831832289159,145.10305274351182,3797.9023750125198
2020-07-17,120.8257305682829,127.2556348519446,168.62609825515162,187.93510712968236,4736.381229170052
2020-07-18,136.64211628519408,154.97541525940903,148.52985992162593,148.2157559186904,4273.957154193498
2020-07-19,132.01790255699396,177.61741384707187,103.51916390613027,194.7213873252627,2084.064848797455
2020-07-20,150.2428725888302,176.32864090366695,170.1667337355168,155.46695319957615,4876.73091053063
2020-07-21,194.17973788250669,189.4029436854825,109.60397792045592,132.63262173416007,2363.1323853337763
2020-07-22,128.78169725888944,123.05629287091071,116.15570549901967,112.8079046922554,1499.9652631583394
2020-07-23,100.97597350550735,154.11704212160333,136.91811637840044,181.57654677673497,1112.76861196346
2020-07-24,111.64531172698403,103.73388431280712,175.88134676261564,112.4786379559306,4125.542998076497
2020-07-25,196.3581288661631,152.06777524265627,124.20243266690498,142.9901722858549,3906.3115145608895
2020-07-26,189.49097271003535,118.1269792394053,185.1937500769421,183.0998436883886,1814.2276604110125
2020-07-27,198.96145407565882,131.19799368716514,181.88259534509905,174.31525013499234,2414.8933488351213
2020-07-28,124.6080853034186,164.07623266795574,199.33246111806477,105.9891051335428,1062.7499056857127
2020-07-29,105.6024340004096,114.42566070737945,175.06178560638625,150.015880742483,4004.9096296364423
2020-07-30,190.18932684548986,101.4928376407854,132.58972714337023,117.86438466947277,2222.4181488167187
2020-07-31,191.63284202746058,153.77257904427623,103.02254518962201,117.08853314094124,3465.5454222039975
2020-08-01,161.76254802407848,192.33691770593222,111.06910612571345,152.7769091081589,1001.2895404418449
2020-08-02,183.27400842276802,139.9279434829512,169.7590695580326,164.71056168478432,2969.504247821922
2020-08-03,117.38172608925944,129.31996698884777,119.42871835024334,192.1719710872621,4093.8683574695738
2020-08-04,154.3782755794474,186.38035985787047,120.43450815642841,101.3453207852873,4056.6409502593133
2020-08-05,188.9954847269648,165.44357929916637,189.35038709955347,105.0121849015189,3546.8765202710288
2020-08-06,192.78911821994342,175.65633423350548,177.85109409551524,114.31783837840871,1466.53447158462
2020-08-07,133.58745131590672,192.7199050751263,100.22264422842598,118.25519792918799,2310.982870412535
2020-08-08,143.01081810241539,193.03150596943976,188.16761251993796,187.7464497878713,1015.2225659862246
2020-08-09,193.24880513651212,115.25332724588777,110.23702435834355,139.55465747448923,2874.7198190824247
2020-08-10,192.68582635691203,131.73358296830483,111.10670690371207,144.64871733094543,3729.729320538174
2020-08-11,116.47291429951684,147.1059242192268,137.78780632308315,145.019297997033,1712.139760989925
2020-08-12,182.28989737992458,155.22622914468272,116.09348130844843,187.8045991150079,1606.8662842139915
2020-08-13,197.3230297290936,128.34141525095256,171.26958425223722,129.09063729001446,4410.830627302048
2020-08-14,174.6571308739775,139.68054761476307,179.63384708921106,194.74909994504134,1006.8172847197338
2020-08-15,196.16585808984885,186.85797365363382,173.46918963339516,102.09563960087459,3170.1865244399255
2020-08-16,113.54383120994808,105.60763013639048,144.5742923821456,110.74633132515493,2197.3318405101872
2020-08-17,125.08103625550716,136.5352490102404,162.18640420507916,198.9823598355344,3879.534770714674
2020-08-18,123.55926531145394,119.63009787240196,122.78527293388522,141.61027879388826,4987.215714409445
2020-08-19,151.19632105501827,194.47960431368853,155.50495249882664,106.33552302078479,2808.970009049246
2020-08-20,109.16043602741836,127.28247617373387,120.83198386992726,177.07242065129213,2612.1846912293613
2020-08-21,117.00392649472596,124.7471257733807,103.21546142085154,142.94175550362786,1894.9689260910482
2020-08-22,100.6096136010049,135.45073286702345,165.67683119762555,106.74036754749413,3120.754892022169
2020-08-23,104.363502460486,142.1376694737042,196.90895220142795,177.89019481806343,4211.896987226553
2020-08-24,167.13159647500188,147.5320820771367,175.48885518819665,141.1765109605491,1142.7040863121438
2020-08-25,117.9854782165576,179.06141009573733,100.3689346388108,154.74697863335288,1811.2364336218811
2020-08-26,186.2722340279324,193.75194709404434,137.18453231844123,144.96479478184503,1213.5708535854856
2020-08-27,104.16284629841435,180.38546451182555,189.22747650862468,117.43593725950265,4327.624237789724
2020-08-28,174.69483660734184,148.98742849443886,134.0931711529498,136.38704206324985,3059.9518951950354
2020-08-29,189.45839173167224,123.2976840981593,115.2941320737544,183.40400554580452,2852.4430813382123
2020-08-30,118.7415704504773,120.17170322330091,144.72980353198335,188.1908704273726,1141.1747468990666
2020-08-31,122.7941897505834,170.47411627164718,183.09957778735816,125.90629498874625,3847.5962036767096
2020-09-01,114.54361364070752,107.38444676786925,195.17324853529394,128.67296954937808,4465.369662767626
2020-09-02,156.77924462651748,179.46003619145557,134.2620881636263,124.03695355729198,4063.996813874392
2020-09-03,103.15978083105875,126.95035040666706,186.07390763059635,181.00723243081353,2969.4371231162363
2020-09-04,168.35289714065556,119.44569163778229,171.9909747227449,168.26661427915008,1917.4375867951858
2020-09-05,145.88234145039087,124.56462157410687,175.1753100921464,154.24771114965955,1308.9900008230165
2020-09-06,174.35550210248306,120.62905646944523,155.2072954774938,191.63379657649094,1379.4318179846434
2020-09-07,195.6222183972252,137.21534448450058,104.72926262920382,176.25224499639035,1752.9799594185324
2020-09-08,118.50084237500715,166.2098765828292,158.95843487923287,183.18297286206098,2591.8029800500517
2020-09-09,155.86219704837768,167.9516209669702,156.4984395260966,123.97312301384592,4150.946235991107
2020-09-10,103.88378153739926,103.41956464588876,166.73849254776985,175.65324567492542,4357.540187397608
2020-09-11,150.63067817806677,109.26894899695328,164.33284198950338,124.84652326855077,4804.641537753532
2020-09-12,155.90497371817176,115.3612091691218,178.84892275308823,171.22963648781592,4934.217067947375
2020-09-13,105.37582479629175,128.41298979894083,174.187084351978,113.71232360973386,4337.8301542944855
2020-09-14,115.83203470310356,148.21054541019677,126.90194117008554,152.92740222548343,1529.1153320143374
2020-09-15,167.3571708454826,111.57188934802187,172.36237968998336,101.67030153326321,4869.171235324846
2020-09-16,154.01170986538418,159.28835149109517,127.52714180518234,184.4547940073854,1422.9976366037758
2020-09-17,102.52175527257482,182.7440571945114,198.757239079311,131.49374722281624,3053.278228217883
2020-09-18,116.1047043032281,183.12112419541955,199.957722003411,155.87388480519127,3501.1719224210296
2020-09-19,167.7326352253018,152.63004797057178,129.74828376463773,159.8693750161433,1743.4466703588591
2020-09-20,186.20746820016683,199.90714447944083,157.6698575510602,114.83371608542087,3735.7027735748
2020-09-21,120.29954819614444,100.16859244765767,196.87962668904777,196.86592350492535,2510.96512399619
2020-09-22,193.06328684702146,179.28024136858951,173.30343319451225,159.459219891513,4565.105068907016
2020-09-23,180.3659922714054,183.24023747368574,156.99805750701026,183.16598895952586,3646.453935495998
2020-09-24,154.68700580439076,116.48068695843187,140.22821171960754,125.06027592811296,1119.16300179286
2020-09-25,143.27497221976068,194.55292896166142,129.94697517530724,171.50205916978624,2488.5245420830315
2020-09-26,143.26058178947122,187.17073824570934,160.1731562859478,163.83858804563056,4863.753763102768
2020-09-27,181.5529237943415,169.9170460523638,149.94752626044715,178.14720836965756,3661.505903050731
2020-09-28,166.3128612785988,193.82291767031234,157.88917771971882,171.57688228382906,3187.9952552092636
2020-09-29,188.8833160683098,197.08080319244806,126.289354375978,174.13318034472633,4368.69379777654
2020-09-30,143.03174398730647,129.925419995032,121.27065825270499,174.45320281077858,1332.7313261642373
2020-10-01,110.70263258301898,129.57244493518786,166.77963172759897,120.8203037890039,3897.794165750367
2020-10-02,115.78026329994422,146.11355143672992,183.5729814680912,103.22457269412669,1270.1597341848076
2020-10-03,144.45689277973693,142.21037778930582,187.48326125975814,122.6936441616339,2901.0792302697364
2020-10-04,117.4346505299303,121.25477215496173,156.40963006578306,172.55979686993896,2913.3978856021718
2020-10-05,186.14065460445596,168.56391924692477,123.01136628244754,162.80687868160086,1180.300021650559
2020-10-06,162.6487087703225,188.64402794971468,188.33739907110618,163.7323116454301,4636.843840333671
2020-10-07,118.11789430536743,198.5552525435318,163.98122160517903,195.44501589240116,1718.4591888558973
2020-10-08,140.65528846316099,185.94078316876247,161.55259712585246,177.74009334216885,3925.742192514088
2020-10-09,139.91223806662492,177.55234433843586,108.75236330254828,140.42079790223346,1623.6656849533624
2020-10-10,105.14232046381359,110.73462491814368,159.3118103990511,116.19006109324687,3217.2214716657945
2020-10-11,198.1448793005445,103.1412978901353,139.47241137447696,100.83812986727193,2545.795314831732
2020-10-12,131.51441926016844,163.9563860600446,146.1529255731558,145.43229935760456,3325.853235543304
2020-10-13,172.17733303592064,119.10467023124694,176.36008888578766,122.21352024749488,1542.153228752154
2020-10-14,150.65078583753612,116.0196953118758,135.58552667250513,185.63477565337504,3773.2167601153324
2020-10-15,158.99685126171005,174.2538559256281,158.43408820923162,111.48767445493692,4356.351939397752
2020-10-16,122.64487440921864,151.05633069549006,140.56729451758815,193.906704832614,1653.8591535163364
2020-10-17,148.10953142462367,144.25032684057564,174.00638405631915,170.10024294119995,3434.086871699273
2020-10-18,179.32267544171995,187.72089008486137,112.0612332869135,198.27737891084666,3038.6170536551967
2020-10-19,101.19629011630569,116.00669162865135,127.62571674403736,141.4754352400942,4984.261504916807
2020-10-20,169.30593009803562,148.4440986924805,189.5973480425841,106.54579667793132,4233.761402549608
